Sentence Number,Word,Label
664,a,O
664,spider,B-ANIMAL
664,wandered,O
664,into,O
664,a,O
664,mysterious,O
664,forest,O
664,A,O
664,mischievous,O
664,creature,O
664,tried,O
664,to,O
664,trick,O
664,the,O
664,spider,B-ANIMAL
664,out,O
664,of,O
664,its,O
664,findings,O
664,At,O
664,last,O
664,the,O
664,spider,B-ANIMAL
664,found,O
664,what,O
664,it,O
664,had,O
664,been,O
664,searching,O
664,for,O
664,all,O
664,along,O
665,A,O
665,lonely,O
665,dog,B-ANIMAL
665,roamed,O
665,the,O
665,vast,O
665,plains,O
665,in,O
665,search,O
665,of,O
665,something,O
665,special,O
665,An,O
665,unexpected,O
665,friend,O
665,a,O
665,talking,O
665,bird,O
665,guided,O
665,the,O
665,dog,B-ANIMAL
665,along,O
665,the,O
665,way,O
665,With,O
665,the,O
665,mystery,O
665,solved,O
665,the,O
665,dog,B-ANIMAL
665,could,O
665,finally,O
665,rest,O
666,A,O
666,curious,O
666,spider,B-ANIMAL
666,stumbled,O
666,upon,O
666,a,O
666,hidden,O
666,cave,O
666,A,O
666,magical,O
666,pond,O
666,reflected,O
666,the,O
666,spider's,O
666,deepest,O
666,dreams,O
666,The,O
666,enchanted,O
666,land,O
666,bid,O
666,the,O
666,spider,B-ANIMAL
666,farewell,O
666,as,O
666,it,O
666,continued,O
666,its,O
666,journey,O
667,Deep,O
667,in,O
667,the,O
667,jungle,O
667,a,O
667,chicken,B-ANIMAL
667,heard,O
667,a,O
667,strange,O
667,sound,O
667,A,O
667,mischievous,O
667,creature,O
667,tried,O
667,to,O
667,trick,O
667,the,O
667,chicken,B-ANIMAL
667,out,O
667,of,O
667,its,O
667,findings,O
667,Having,O
667,learned,O
667,an,O
667,important,O
667,lesson,O
667,the,O
667,chicken,B-ANIMAL
667,shared,O
667,its,O
667,story,O
667,with,O
667,others,O
668,A,O
668,curious,O
668,horse,B-ANIMAL
668,stumbled,O
668,upon,O
668,a,O
668,hidden,O
668,cave,O
668,It,O
668,had,O
668,to,O
668,solve,O
668,a,O
668,puzzle,O
668,to,O
668,continue,O
668,its,O
668,journey,O
668,A,O
668,newfound,O
668,friendship,O
668,made,O
668,the,O
668,adventure,O
668,truly,O
668,special,O
669,One,O
669,evening,O
669,a,O
669,cow,B-ANIMAL
669,found,O
669,itself,O
669,in,O
669,an,O
669,enchanted,O
669,garden,O
669,A,O
669,hidden,O
669,passage,O
669,led,O
669,the,O
669,cow,B-ANIMAL
669,into,O
669,a,O
669,secret,O
669,underground,O
669,world,O
669,The,O
669,journey,O
669,changed,O
669,the,O
669,cow,B-ANIMAL
669,forever,O
669,filling,O
669,its,O
669,heart,O
669,with,O
669,joy,O
670,A,O
670,chicken,B-ANIMAL
670,in,O
670,the,O
670,desert,O
670,uncovered,O
670,a,O
670,long-lost,O
670,relic,O
670,A,O
670,mischievous,O
670,creature,O
670,tried,O
670,to,O
670,trick,O
670,the,O
670,chicken,B-ANIMAL
670,out,O
670,of,O
670,its,O
670,findings,O
670,The,O
670,journey,O
670,changed,O
670,the,O
670,chicken,B-ANIMAL
670,forever,O
670,filling,O
670,its,O
670,heart,O
670,with,O
670,joy,O
671,Long,O
671,ago,O
671,a,O
671,horse,B-ANIMAL
671,set,O
671,off,O
671,on,O
671,a,O
671,grand,O
671,adventure,O
671,A,O
671,magical,O
671,pond,O
671,reflected,O
671,the,O
671,horse's,O
671,deepest,O
671,dreams,O
671,The,O
671,journey,O
671,changed,O
671,the,O
671,horse,B-ANIMAL
671,forever,O
671,filling,O
671,its,O
671,heart,O
671,with,O
671,joy,O
672,One,O
672,evening,O
672,a,O
672,horse,B-ANIMAL
672,found,O
672,itself,O
672,in,O
672,an,O
672,enchanted,O
672,garden,O
672,An,O
672,unexpected,O
672,friend,O
672,a,O
672,talking,O
672,bird,O
672,guided,O
672,the,O
672,horse,B-ANIMAL
672,along,O
672,the,O
672,way,O
672,With,O
672,the,O
672,mystery,O
672,solved,O
672,the,O
672,horse,B-ANIMAL
672,could,O
672,finally,O
672,rest,O
673,A,O
673,cow,B-ANIMAL
673,in,O
673,the,O
673,meadow,O
673,noticed,O
673,something,O
673,glowing,O
673,in,O
673,the,O
673,distance,O
673,The,O
673,cow,B-ANIMAL
673,discovered,O
673,an,O
673,ancient,O
673,book,O
673,filled,O
673,with,O
673,forgotten,O
673,wisdom,O
673,A,O
673,newfound,O
673,friendship,O
673,made,O
673,the,O
673,adventure,O
673,truly,O
673,special,O
674,Once,O
674,upon,O
674,a,O
674,time,O
674,a,O
674,cow,B-ANIMAL
674,wandered,O
674,into,O
674,a,O
674,mysterious,O
674,forest,O
674,It,O
674,had,O
674,to,O
674,solve,O
674,a,O
674,puzzle,O
674,to,O
674,continue,O
674,its,O
674,journey,O
674,At,O
674,last,O
674,the,O
674,cow,B-ANIMAL
674,found,O
674,what,O
674,it,O
674,had,O
674,been,O
674,searching,O
674,for,O
674,all,O
674,along,O
675,Deep,O
675,in,O
675,the,O
675,jungle,O
675,a,O
675,butterfly,B-ANIMAL
675,heard,O
675,a,O
675,strange,O
675,sound,O
675,It,O
675,met,O
675,a,O
675,wise,O
675,old,O
675,butterfly,B-ANIMAL
675,who,O
675,shared,O
675,a,O
675,mysterious,O
675,riddle,O
675,The,O
675,butterfly,B-ANIMAL
675,realized,O
675,that,O
675,the,O
675,real,O
675,treasure,O
675,was,O
675,the,O
675,memories,O
675,made,O
676,A,O
676,spider,B-ANIMAL
676,in,O
676,the,O
676,meadow,O
676,noticed,O
676,something,O
676,glowing,O
676,in,O
676,the,O
676,distance,O
676,The,O
676,spider,B-ANIMAL
676,discovered,O
676,an,O
676,ancient,O
676,book,O
676,filled,O
676,with,O
676,forgotten,O
676,wisdom,O
676,The,O
676,spider,B-ANIMAL
676,realized,O
676,that,O
676,the,O
676,real,O
676,treasure,O
676,was,O
676,the,O
676,memories,O
676,made,O
677,Long,O
677,ago,O
677,a,O
677,cow,B-ANIMAL
677,set,O
677,off,O
677,on,O
677,a,O
677,grand,O
677,adventure,O
677,A,O
677,mischievous,O
677,creature,O
677,tried,O
677,to,O
677,trick,O
677,the,O
677,cow,B-ANIMAL
677,out,O
677,of,O
677,its,O
677,findings,O
677,The,O
677,enchanted,O
677,land,O
677,bid,O
677,the,O
677,cow,B-ANIMAL
677,farewell,O
677,as,O
677,it,O
677,continued,O
677,its,O
677,journey,O
678,A,O
678,lonely,O
678,spider,B-ANIMAL
678,roamed,O
678,the,O
678,vast,O
678,plains,O
678,in,O
678,search,O
678,of,O
678,something,O
678,special,O
678,A,O
678,mischievous,O
678,creature,O
678,tried,O
678,to,O
678,trick,O
678,the,O
678,spider,B-ANIMAL
678,out,O
678,of,O
678,its,O
678,findings,O
678,At,O
678,last,O
678,the,O
678,spider,B-ANIMAL
678,found,O
678,what,O
678,it,O
678,had,O
678,been,O
678,searching,O
678,for,O
678,all,O
678,along,O
679,A,O
679,lonely,O
679,elephant,B-ANIMAL
679,roamed,O
679,the,O
679,vast,O
679,plains,O
679,in,O
679,search,O
679,of,O
679,something,O
679,special,O
679,A,O
679,magical,O
679,pond,O
679,reflected,O
679,the,O
679,elephant's,O
679,deepest,O
679,dreams,O
679,It,O
679,returned,O
679,home,O
679,wiser,O
679,and,O
679,braver,O
679,than,O
679,before,O
680,Deep,O
680,in,O
680,the,O
680,jungle,O
680,a,O
680,sheep,B-ANIMAL
680,heard,O
680,a,O
680,strange,O
680,sound,O
680,A,O
680,mischievous,O
680,creature,O
680,tried,O
680,to,O
680,trick,O
680,the,O
680,sheep,B-ANIMAL
680,out,O
680,of,O
680,its,O
680,findings,O
680,A,O
680,newfound,O
680,friendship,O
680,made,O
680,the,O
680,adventure,O
680,truly,O
680,special,O
681,A,O
681,lonely,O
681,horse,B-ANIMAL
681,roamed,O
681,the,O
681,vast,O
681,plains,O
681,in,O
681,search,O
681,of,O
681,something,O
681,special,O
681,It,O
681,met,O
681,a,O
681,wise,O
681,old,O
681,horse,B-ANIMAL
681,who,O
681,shared,O
681,a,O
681,mysterious,O
681,riddle,O
681,A,O
681,newfound,O
681,friendship,O
681,made,O
681,the,O
681,adventure,O
681,truly,O
681,special,O
682,Once,O
682,upon,O
682,a,O
682,time,O
682,a,O
682,cow,B-ANIMAL
682,wandered,O
682,into,O
682,a,O
682,mysterious,O
682,forest,O
682,It,O
682,met,O
682,a,O
682,wise,O
682,old,O
682,cow,B-ANIMAL
682,who,O
682,shared,O
682,a,O
682,mysterious,O
682,riddle,O
682,With,O
682,the,O
682,mystery,O
682,solved,O
682,the,O
682,cow,B-ANIMAL
682,could,O
682,finally,O
682,rest,O
683,Once,O
683,upon,O
683,a,O
683,time,O
683,a,O
683,dog,B-ANIMAL
683,wandered,O
683,into,O
683,a,O
683,mysterious,O
683,forest,O
683,The,O
683,dog,B-ANIMAL
683,found,O
683,a,O
683,map,O
683,leading,O
683,to,O
683,a,O
683,legendary,O
683,treasure,O
683,The,O
683,enchanted,O
683,land,O
683,bid,O
683,the,O
683,dog,B-ANIMAL
683,farewell,O
683,as,O
683,it,O
683,continued,O
683,its,O
683,journey,O
684,Under,O
684,the,O
684,bright,O
684,moon,O
684,a,O
684,cow,B-ANIMAL
684,felt,O
684,a,O
684,strange,O
684,pull,O
684,towards,O
684,the,O
684,river,O
684,The,O
684,path,O
684,was,O
684,blocked,O
684,by,O
684,a,O
684,giant,O
684,boulder,O
684,but,O
684,a,O
684,kind,O
684,cow,B-ANIMAL
684,helped,O
684,move,O
684,it,O
684,The,O
684,cow,B-ANIMAL
684,realized,O
684,that,O
684,the,O
684,real,O
684,treasure,O
684,was,O
684,the,O
684,memories,O
684,made,O
685,In,O
685,a,O
685,quiet,O
685,village,O
685,a,O
685,cow,B-ANIMAL
685,discovered,O
685,an,O
685,ancient,O
685,secret,O
685,The,O
685,cow,B-ANIMAL
685,discovered,O
685,an,O
685,ancient,O
685,book,O
685,filled,O
685,with,O
685,forgotten,O
685,wisdom,O
685,The,O
685,enchanted,O
685,land,O
685,bid,O
685,the,O
685,cow,B-ANIMAL
685,farewell,O
685,as,O
685,it,O
685,continued,O
685,its,O
685,journey,O
686,Under,O
686,the,O
686,bright,O
686,moon,O
686,a,O
686,chicken,B-ANIMAL
686,felt,O
686,a,O
686,strange,O
686,pull,O
686,towards,O
686,the,O
686,river,O
686,A,O
686,hidden,O
686,passage,O
686,led,O
686,the,O
686,chicken,B-ANIMAL
686,into,O
686,a,O
686,secret,O
686,underground,O
686,world,O
686,With,O
686,the,O
686,mystery,O
686,solved,O
686,the,O
686,chicken,B-ANIMAL
686,could,O
686,finally,O
686,rest,O
687,Long,O
687,ago,O
687,a,O
687,butterfly,B-ANIMAL
687,set,O
687,off,O
687,on,O
687,a,O
687,grand,O
687,adventure,O
687,The,O
687,path,O
687,was,O
687,blocked,O
687,by,O
687,a,O
687,giant,O
687,boulder,O
687,but,O
687,a,O
687,kind,O
687,butterfly,B-ANIMAL
687,helped,O
687,move,O
687,it,O
687,The,O
687,butterfly,B-ANIMAL
687,knew,O
687,it,O
687,would,O
687,return,O
687,one,O
687,day,O
687,for,O
687,another,O
687,grand,O
687,adventure,O
688,A,O
688,lonely,O
688,horse,B-ANIMAL
688,roamed,O
688,the,O
688,vast,O
688,plains,O
688,in,O
688,search,O
688,of,O
688,something,O
688,special,O
688,The,O
688,horse,B-ANIMAL
688,found,O
688,a,O
688,map,O
688,leading,O
688,to,O
688,a,O
688,legendary,O
688,treasure,O
688,The,O
688,journey,O
688,changed,O
688,the,O
688,horse,B-ANIMAL
688,forever,O
688,filling,O
688,its,O
688,heart,O
688,with,O
688,joy,O
689,In,O
689,a,O
689,quiet,O
689,village,O
689,a,O
689,horse,B-ANIMAL
689,discovered,O
689,an,O
689,ancient,O
689,secret,O
689,The,O
689,path,O
689,was,O
689,blocked,O
689,by,O
689,a,O
689,giant,O
689,boulder,O
689,but,O
689,a,O
689,kind,O
689,horse,B-ANIMAL
689,helped,O
689,move,O
689,it,O
689,The,O
689,enchanted,O
689,land,O
689,bid,O
689,the,O
689,horse,B-ANIMAL
689,farewell,O
689,as,O
689,it,O
689,continued,O
689,its,O
689,journey,O
690,A,O
690,lonely,O
690,squirrel,B-ANIMAL
690,roamed,O
690,the,O
690,vast,O
690,plains,O
690,in,O
690,search,O
690,of,O
690,something,O
690,special,O
690,An,O
690,unexpected,O
690,friend,O
690,a,O
690,talking,O
690,bird,O
690,guided,O
690,the,O
690,squirrel,B-ANIMAL
690,along,O
690,the,O
690,way,O
690,The,O
690,squirrel,B-ANIMAL
690,knew,O
690,it,O
690,would,O
690,return,O
690,one,O
690,day,O
690,for,O
690,another,O
690,grand,O
690,adventure,O
691,A,O
691,curious,O
691,chicken,B-ANIMAL
691,stumbled,O
691,upon,O
691,a,O
691,hidden,O
691,cave,O
691,A,O
691,mischievous,O
691,creature,O
691,tried,O
691,to,O
691,trick,O
691,the,O
691,chicken,B-ANIMAL
691,out,O
691,of,O
691,its,O
691,findings,O
691,The,O
691,enchanted,O
691,land,O
691,bid,O
691,the,O
691,chicken,B-ANIMAL
691,farewell,O
691,as,O
691,it,O
691,continued,O
691,its,O
691,journey,O
692,Under,O
692,the,O
692,bright,O
692,moon,O
692,a,O
692,elephant,B-ANIMAL
692,felt,O
692,a,O
692,strange,O
692,pull,O
692,towards,O
692,the,O
692,river,O
692,It,O
692,had,O
692,to,O
692,solve,O
692,a,O
692,puzzle,O
692,to,O
692,continue,O
692,its,O
692,journey,O
692,As,O
692,the,O
692,sun,O
692,set,O
692,the,O
692,elephant,B-ANIMAL
692,smiled,O
692,knowing,O
692,its,O
692,adventure,O
692,was,O
692,only,O
692,the,O
692,beginning,O
693,Once,O
693,upon,O
693,a,O
693,time,O
693,a,O
693,squirrel,B-ANIMAL
693,wandered,O
693,into,O
693,a,O
693,mysterious,O
693,forest,O
693,A,O
693,magical,O
693,pond,O
693,reflected,O
693,the,O
693,squirrel's,O
693,deepest,O
693,dreams,O
693,At,O
693,last,O
693,the,O
693,squirrel,B-ANIMAL
693,found,O
693,what,O
693,it,O
693,had,O
693,been,O
693,searching,O
693,for,O
693,all,O
693,along,O
694,One,O
694,evening,O
694,a,O
694,elephant,B-ANIMAL
694,found,O
694,itself,O
694,in,O
694,an,O
694,enchanted,O
694,garden,O
694,A,O
694,magical,O
694,pond,O
694,reflected,O
694,the,O
694,elephant's,O
694,deepest,O
694,dreams,O
694,It,O
694,returned,O
694,home,O
694,wiser,O
694,and,O
694,braver,O
694,than,O
694,before,O
695,A,O
695,lonely,O
695,squirrel,B-ANIMAL
695,roamed,O
695,the,O
695,vast,O
695,plains,O
695,in,O
695,search,O
695,of,O
695,something,O
695,special,O
695,A,O
695,sudden,O
695,storm,O
695,forced,O
695,it,O
695,to,O
695,seek,O
695,shelter,O
695,in,O
695,a,O
695,hidden,O
695,cavern,O
695,The,O
695,squirrel,B-ANIMAL
695,knew,O
695,it,O
695,would,O
695,return,O
695,one,O
695,day,O
695,for,O
695,another,O
695,grand,O
695,adventure,O
696,Once,O
696,upon,O
696,a,O
696,time,O
696,a,O
696,dog,B-ANIMAL
696,wandered,O
696,into,O
696,a,O
696,mysterious,O
696,forest,O
696,It,O
696,met,O
696,a,O
696,wise,O
696,old,O
696,dog,B-ANIMAL
696,who,O
696,shared,O
696,a,O
696,mysterious,O
696,riddle,O
696,The,O
696,dog,B-ANIMAL
696,realized,O
696,that,O
696,the,O
696,real,O
696,treasure,O
696,was,O
696,the,O
696,memories,O
696,made,O
697,A,O
697,chicken,B-ANIMAL
697,in,O
697,the,O
697,meadow,O
697,noticed,O
697,something,O
697,glowing,O
697,in,O
697,the,O
697,distance,O
697,The,O
697,chicken,B-ANIMAL
697,discovered,O
697,an,O
697,ancient,O
697,book,O
697,filled,O
697,with,O
697,forgotten,O
697,wisdom,O
697,As,O
697,the,O
697,sun,O
697,set,O
697,the,O
697,chicken,B-ANIMAL
697,smiled,O
697,knowing,O
697,its,O
697,adventure,O
697,was,O
697,only,O
697,the,O
697,beginning,O
698,Under,O
698,the,O
698,bright,O
698,moon,O
698,a,O
698,sheep,B-ANIMAL
698,felt,O
698,a,O
698,strange,O
698,pull,O
698,towards,O
698,the,O
698,river,O
698,The,O
698,sheep,B-ANIMAL
698,found,O
698,a,O
698,map,O
698,leading,O
698,to,O
698,a,O
698,legendary,O
698,treasure,O
698,The,O
698,enchanted,O
698,land,O
698,bid,O
698,the,O
698,sheep,B-ANIMAL
698,farewell,O
698,as,O
698,it,O
698,continued,O
698,its,O
698,journey,O
699,In,O
699,a,O
699,quiet,O
699,village,O
699,a,O
699,horse,B-ANIMAL
699,discovered,O
699,an,O
699,ancient,O
699,secret,O
699,It,O
699,had,O
699,to,O
699,solve,O
699,a,O
699,puzzle,O
699,to,O
699,continue,O
699,its,O
699,journey,O
699,The,O
699,horse,B-ANIMAL
699,realized,O
699,that,O
699,the,O
699,real,O
699,treasure,O
699,was,O
699,the,O
699,memories,O
699,made,O
700,A,O
700,lonely,O
700,cow,B-ANIMAL
700,roamed,O
700,the,O
700,vast,O
700,plains,O
700,in,O
700,search,O
700,of,O
700,something,O
700,special,O
700,A,O
700,hidden,O
700,passage,O
700,led,O
700,the,O
700,cow,B-ANIMAL
700,into,O
700,a,O
700,secret,O
700,underground,O
700,world,O
700,It,O
700,returned,O
700,home,O
700,wiser,O
700,and,O
700,braver,O
700,than,O
700,before,O
701,A,O
701,spider,B-ANIMAL
701,in,O
701,the,O
701,meadow,O
701,noticed,O
701,something,O
701,glowing,O
701,in,O
701,the,O
701,distance,O
701,A,O
701,hidden,O
701,passage,O
701,led,O
701,the,O
701,spider,B-ANIMAL
701,into,O
701,a,O
701,secret,O
701,underground,O
701,world,O
701,Having,O
701,learned,O
701,an,O
701,important,O
701,lesson,O
701,the,O
701,spider,B-ANIMAL
701,shared,O
701,its,O
701,story,O
701,with,O
701,others,O
702,In,O
702,a,O
702,quiet,O
702,village,O
702,a,O
702,spider,B-ANIMAL
702,discovered,O
702,an,O
702,ancient,O
702,secret,O
702,A,O
702,magical,O
702,pond,O
702,reflected,O
702,the,O
702,spider's,O
702,deepest,O
702,dreams,O
702,The,O
702,spider,B-ANIMAL
702,realized,O
702,that,O
702,the,O
702,real,O
702,treasure,O
702,was,O
702,the,O
702,memories,O
702,made,O
703,A,O
703,elephant,B-ANIMAL
703,in,O
703,the,O
703,desert,O
703,uncovered,O
703,a,O
703,long-lost,O
703,relic,O
703,It,O
703,met,O
703,a,O
703,wise,O
703,old,O
703,elephant,B-ANIMAL
703,who,O
703,shared,O
703,a,O
703,mysterious,O
703,riddle,O
703,It,O
703,returned,O
703,home,O
703,wiser,O
703,and,O
703,braver,O
703,than,O
703,before,O
704,A,O
704,cat,B-ANIMAL
704,in,O
704,the,O
704,desert,O
704,uncovered,O
704,a,O
704,long-lost,O
704,relic,O
704,A,O
704,mischievous,O
704,creature,O
704,tried,O
704,to,O
704,trick,O
704,the,O
704,cat,B-ANIMAL
704,out,O
704,of,O
704,its,O
704,findings,O
704,The,O
704,journey,O
704,changed,O
704,the,O
704,cat,B-ANIMAL
704,forever,O
704,filling,O
704,its,O
704,heart,O
704,with,O
704,joy,O
705,A,O
705,curious,O
705,dog,B-ANIMAL
705,stumbled,O
705,upon,O
705,a,O
705,hidden,O
705,cave,O
705,A,O
705,sudden,O
705,storm,O
705,forced,O
705,it,O
705,to,O
705,seek,O
705,shelter,O
705,in,O
705,a,O
705,hidden,O
705,cavern,O
705,As,O
705,the,O
705,sun,O
705,set,O
705,the,O
705,dog,B-ANIMAL
705,smiled,O
705,knowing,O
705,its,O
705,adventure,O
705,was,O
705,only,O
705,the,O
705,beginning,O
706,A,O
706,curious,O
706,spider,B-ANIMAL
706,stumbled,O
706,upon,O
706,a,O
706,hidden,O
706,cave,O
706,It,O
706,met,O
706,a,O
706,wise,O
706,old,O
706,spider,B-ANIMAL
706,who,O
706,shared,O
706,a,O
706,mysterious,O
706,riddle,O
706,The,O
706,spider,B-ANIMAL
706,knew,O
706,it,O
706,would,O
706,return,O
706,one,O
706,day,O
706,for,O
706,another,O
706,grand,O
706,adventure,O
707,Deep,O
707,in,O
707,the,O
707,jungle,O
707,a,O
707,horse,B-ANIMAL
707,heard,O
707,a,O
707,strange,O
707,sound,O
707,The,O
707,horse,B-ANIMAL
707,found,O
707,a,O
707,map,O
707,leading,O
707,to,O
707,a,O
707,legendary,O
707,treasure,O
707,It,O
707,returned,O
707,home,O
707,wiser,O
707,and,O
707,braver,O
707,than,O
707,before,O
708,A,O
708,lonely,O
708,squirrel,B-ANIMAL
708,roamed,O
708,the,O
708,vast,O
708,plains,O
708,in,O
708,search,O
708,of,O
708,something,O
708,special,O
708,It,O
708,had,O
708,to,O
708,solve,O
708,a,O
708,puzzle,O
708,to,O
708,continue,O
708,its,O
708,journey,O
708,The,O
708,squirrel,B-ANIMAL
708,knew,O
708,it,O
708,would,O
708,return,O
708,one,O
708,day,O
708,for,O
708,another,O
708,grand,O
708,adventure,O
709,A,O
709,chicken,B-ANIMAL
709,in,O
709,the,O
709,desert,O
709,uncovered,O
709,a,O
709,long-lost,O
709,relic,O
709,A,O
709,hidden,O
709,passage,O
709,led,O
709,the,O
709,chicken,B-ANIMAL
709,into,O
709,a,O
709,secret,O
709,underground,O
709,world,O
709,Having,O
709,learned,O
709,an,O
709,important,O
709,lesson,O
709,the,O
709,chicken,B-ANIMAL
709,shared,O
709,its,O
709,story,O
709,with,O
709,others,O
710,Deep,O
710,in,O
710,the,O
710,jungle,O
710,a,O
710,horse,B-ANIMAL
710,heard,O
710,a,O
710,strange,O
710,sound,O
710,An,O
710,unexpected,O
710,friend,O
710,a,O
710,talking,O
710,bird,O
710,guided,O
710,the,O
710,horse,B-ANIMAL
710,along,O
710,the,O
710,way,O
710,As,O
710,the,O
710,sun,O
710,set,O
710,the,O
710,horse,B-ANIMAL
710,smiled,O
710,knowing,O
710,its,O
710,adventure,O
710,was,O
710,only,O
710,the,O
710,beginning,O
711,Long,O
711,ago,O
711,a,O
711,spider,B-ANIMAL
711,set,O
711,off,O
711,on,O
711,a,O
711,grand,O
711,adventure,O
711,The,O
711,path,O
711,was,O
711,blocked,O
711,by,O
711,a,O
711,giant,O
711,boulder,O
711,but,O
711,a,O
711,kind,O
711,spider,B-ANIMAL
711,helped,O
711,move,O
711,it,O
711,As,O
711,the,O
711,sun,O
711,set,O
711,the,O
711,spider,B-ANIMAL
711,smiled,O
711,knowing,O
711,its,O
711,adventure,O
711,was,O
711,only,O
711,the,O
711,beginning,O
712,A,O
712,chicken,B-ANIMAL
712,in,O
712,the,O
712,meadow,O
712,noticed,O
712,something,O
712,glowing,O
712,in,O
712,the,O
712,distance,O
712,It,O
712,met,O
712,a,O
712,wise,O
712,old,O
712,chicken,B-ANIMAL
712,who,O
712,shared,O
712,a,O
712,mysterious,O
712,riddle,O
712,The,O
712,chicken,B-ANIMAL
712,knew,O
712,it,O
712,would,O
712,return,O
712,one,O
712,day,O
712,for,O
712,another,O
712,grand,O
712,adventure,O
713,Long,O
713,ago,O
713,a,O
713,butterfly,B-ANIMAL
713,set,O
713,off,O
713,on,O
713,a,O
713,grand,O
713,adventure,O
713,An,O
713,unexpected,O
713,friend,O
713,a,O
713,talking,O
713,bird,O
713,guided,O
713,the,O
713,butterfly,B-ANIMAL
713,along,O
713,the,O
713,way,O
713,The,O
713,journey,O
713,changed,O
713,the,O
713,butterfly,B-ANIMAL
713,forever,O
713,filling,O
713,its,O
713,heart,O
713,with,O
713,joy,O
714,Deep,O
714,in,O
714,the,O
714,jungle,O
714,a,O
714,elephant,B-ANIMAL
714,heard,O
714,a,O
714,strange,O
714,sound,O
714,A,O
714,hidden,O
714,passage,O
714,led,O
714,the,O
714,elephant,B-ANIMAL
714,into,O
714,a,O
714,secret,O
714,underground,O
714,world,O
714,It,O
714,returned,O
714,home,O
714,wiser,O
714,and,O
714,braver,O
714,than,O
714,before,O
715,Under,O
715,the,O
715,bright,O
715,moon,O
715,a,O
715,horse,B-ANIMAL
715,felt,O
715,a,O
715,strange,O
715,pull,O
715,towards,O
715,the,O
715,river,O
715,The,O
715,horse,B-ANIMAL
715,found,O
715,a,O
715,map,O
715,leading,O
715,to,O
715,a,O
715,legendary,O
715,treasure,O
715,The,O
715,enchanted,O
715,land,O
715,bid,O
715,the,O
715,horse,B-ANIMAL
715,farewell,O
715,as,O
715,it,O
715,continued,O
715,its,O
715,journey,O
716,Deep,O
716,in,O
716,the,O
716,jungle,O
716,a,O
716,squirrel,B-ANIMAL
716,heard,O
716,a,O
716,strange,O
716,sound,O
716,A,O
716,sudden,O
716,storm,O
716,forced,O
716,it,O
716,to,O
716,seek,O
716,shelter,O
716,in,O
716,a,O
716,hidden,O
716,cavern,O
716,At,O
716,last,O
716,the,O
716,squirrel,B-ANIMAL
716,found,O
716,what,O
716,it,O
716,had,O
716,been,O
716,searching,O
716,for,O
716,all,O
716,along,O
717,Under,O
717,the,O
717,bright,O
717,moon,O
717,a,O
717,horse,B-ANIMAL
717,felt,O
717,a,O
717,strange,O
717,pull,O
717,towards,O
717,the,O
717,river,O
717,It,O
717,had,O
717,to,O
717,solve,O
717,a,O
717,puzzle,O
717,to,O
717,continue,O
717,its,O
717,journey,O
717,The,O
717,horse,B-ANIMAL
717,knew,O
717,it,O
717,would,O
717,return,O
717,one,O
717,day,O
717,for,O
717,another,O
717,grand,O
717,adventure,O
718,A,O
718,butterfly,B-ANIMAL
718,in,O
718,the,O
718,desert,O
718,uncovered,O
718,a,O
718,long-lost,O
718,relic,O
718,An,O
718,unexpected,O
718,friend,O
718,a,O
718,talking,O
718,bird,O
718,guided,O
718,the,O
718,butterfly,B-ANIMAL
718,along,O
718,the,O
718,way,O
718,The,O
718,enchanted,O
718,land,O
718,bid,O
718,the,O
718,butterfly,B-ANIMAL
718,farewell,O
718,as,O
718,it,O
718,continued,O
718,its,O
718,journey,O
719,Under,O
719,the,O
719,bright,O
719,moon,O
719,a,O
719,chicken,B-ANIMAL
719,felt,O
719,a,O
719,strange,O
719,pull,O
719,towards,O
719,the,O
719,river,O
719,A,O
719,hidden,O
719,passage,O
719,led,O
719,the,O
719,chicken,B-ANIMAL
719,into,O
719,a,O
719,secret,O
719,underground,O
719,world,O
719,A,O
719,newfound,O
719,friendship,O
719,made,O
719,the,O
719,adventure,O
719,truly,O
719,special,O
720,A,O
720,lonely,O
720,dog,B-ANIMAL
720,roamed,O
720,the,O
720,vast,O
720,plains,O
720,in,O
720,search,O
720,of,O
720,something,O
720,special,O
720,A,O
720,mischievous,O
720,creature,O
720,tried,O
720,to,O
720,trick,O
720,the,O
720,dog,B-ANIMAL
720,out,O
720,of,O
720,its,O
720,findings,O
720,At,O
720,last,O
720,the,O
720,dog,B-ANIMAL
720,found,O
720,what,O
720,it,O
720,had,O
720,been,O
720,searching,O
720,for,O
720,all,O
720,along,O
721,One,O
721,evening,O
721,a,O
721,dog,B-ANIMAL
721,found,O
721,itself,O
721,in,O
721,an,O
721,enchanted,O
721,garden,O
721,An,O
721,unexpected,O
721,friend,O
721,a,O
721,talking,O
721,bird,O
721,guided,O
721,the,O
721,dog,B-ANIMAL
721,along,O
721,the,O
721,way,O
721,The,O
721,enchanted,O
721,land,O
721,bid,O
721,the,O
721,dog,B-ANIMAL
721,farewell,O
721,as,O
721,it,O
721,continued,O
721,its,O
721,journey,O
722,A,O
722,spider,B-ANIMAL
722,in,O
722,the,O
722,desert,O
722,uncovered,O
722,a,O
722,long-lost,O
722,relic,O
722,It,O
722,met,O
722,a,O
722,wise,O
722,old,O
722,spider,B-ANIMAL
722,who,O
722,shared,O
722,a,O
722,mysterious,O
722,riddle,O
722,The,O
722,spider,B-ANIMAL
722,realized,O
722,that,O
722,the,O
722,real,O
722,treasure,O
